MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,Feature1stFlrSF,Feature2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Feature3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,HasPool,Has2ndFloor,HasGarage,HasBsmt,HasFireplace,BltSoldYrDiff,TotalSF,TotalBathr,TotalPorchSF,SalePrice
120,4,43.0,7052,1,1,0,3,0,4,0,16,2,2,4,2,7,5,2005,2005,1,1,13,14,3,240.0,2,4,2,2,4,0,2,659,6,0,705,1364,1,0,1,5,1364,0,0,1364,1,0,2,0,2,1,2,6,7,1,2,1,2005.0,2,2,484,5,5,2,192,36,0,0,0,0,3,4,1,0,6,2006,9,4,0,0,1,1,1,1,2728,3.0,228,185850
60,4,68.0,29959,1,1,1,3,0,2,0,15,2,2,0,5,7,6,1994,1994,1,1,6,6,2,0.0,2,4,2,2,4,4,2,595,6,0,378,973,1,0,1,5,979,871,0,1850,0,0,2,1,3,1,2,7,7,1,2,3,1994.0,0,2,467,5,5,2,168,98,0,0,0,0,3,4,1,0,1,2009,9,4,0,1,1,1,1,15,2823,2.5,266,248000
60,4,96.0,11308,1,1,0,3,0,4,0,16,2,2,0,5,9,5,2008,2008,1,1,13,14,3,154.0,0,4,2,0,4,0,2,936,6,0,168,1104,1,0,1,5,1130,1054,0,2184,1,0,2,1,3,1,0,10,7,1,2,1,2008.0,0,3,836,5,5,2,0,102,0,0,0,0,3,4,1,0,7,2009,9,4,0,1,1,1,1,1,3288,3.5,102,335000
50,4,68.0,11275,1,1,0,1,0,0,1,6,2,2,0,0,6,7,1932,1950,1,1,8,8,1,480.0,3,4,1,4,4,2,5,297,3,557,0,854,1,4,1,5,1096,895,0,1991,0,0,1,1,3,1,4,7,7,1,2,5,1977.0,3,2,432,5,1,2,0,0,19,0,0,0,3,4,1,0,3,2007,9,4,0,1,1,1,1,75,2845,1.5,19,220000
120,4,41.0,4920,1,1,3,3,0,4,0,22,2,2,4,2,8,5,2001,2001,1,1,5,5,2,0.0,2,4,2,2,4,2,2,616,6,0,722,1338,1,0,1,5,1338,0,0,1338,1,0,2,0,2,1,2,6,7,0,3,1,2001.0,0,2,582,5,5,2,0,0,170,0,0,0,3,4,1,0,4,2010,9,4,0,0,1,1,0,9,2676,3.0,170,213500
30,0,120.0,18000,0,1,3,2,0,4,0,9,2,2,0,2,3,4,1935,1950,1,1,8,8,2,0.0,1,4,1,4,4,4,6,0,6,0,894,894,1,4,1,5,894,0,0,894,0,0,1,0,2,1,4,6,7,0,3,5,1994.0,2,3,1248,5,5,2,0,20,0,0,0,0,3,4,3,560,8,2008,3,4,0,0,1,1,0,73,1788,1.0,20,81000
190,5,85.0,13600,1,0,3,3,0,4,0,17,2,2,1,5,5,5,1900,1950,1,1,14,15,2,0.0,3,4,0,4,4,4,6,0,6,0,662,662,1,4,0,5,1422,915,0,2337,0,0,2,0,5,2,4,10,3,0,3,5,1945.0,3,2,560,5,5,2,0,57,0,0,0,0,3,4,1,0,9,2007,9,4,0,1,1,1,0,107,2999,2.0,57,90000
30,5,50.0,6000,1,1,3,3,0,4,0,17,0,2,0,2,6,6,1925,1980,1,1,8,8,2,0.0,3,2,0,4,4,4,1,397,6,0,706,1103,1,2,1,5,1103,0,0,1103,0,0,1,0,2,1,2,5,7,1,2,5,1976.0,3,2,440,5,5,2,166,120,0,0,0,0,3,2,1,0,7,2006,9,4,0,0,1,1,1,81,2206,1.0,286,110500
20,4,68.0,11000,1,1,0,3,0,1,0,12,2,2,0,2,5,6,1966,1966,1,1,10,11,1,200.0,3,4,1,4,4,2,1,740,5,230,184,1154,1,0,1,5,1154,0,0,1154,0,0,1,1,3,1,4,6,7,1,4,1,1966.0,2,2,480,5,5,2,0,58,0,0,0,0,3,2,1,0,11,2009,9,4,0,0,1,1,1,43,2308,1.5,58,154000
60,4,80.0,14000,1,1,3,3,0,4,1,4,2,2,0,5,7,5,1996,1997,1,1,14,15,2,0.0,2,4,2,0,4,1,2,1201,6,0,105,1306,1,0,1,5,1306,954,0,2260,1,0,2,1,3,1,2,7,7,0,3,1,1996.0,2,2,533,5,5,2,296,44,0,0,0,0,3,4,1,0,4,2010,9,4,0,1,1,1,0,14,3566,3.5,340,328000
60,4,59.0,7837,1,1,0,3,0,4,0,8,2,2,0,5,6,7,1993,1994,1,1,13,14,2,0.0,2,4,2,2,4,4,6,0,6,0,799,799,1,2,1,5,799,772,0,1571,0,0,2,1,3,1,4,7,7,1,5,1,1993.0,2,2,380,5,5,2,0,40,0,0,0,0,3,4,1,0,5,2009,9,4,0,1,1,1,1,16,2370,2.5,40,178000
60,4,80.0,9760,1,1,3,3,0,4,1,12,2,2,0,5,6,6,1964,1964,1,1,6,6,1,360.0,3,4,1,4,4,1,2,674,3,106,0,780,1,4,1,5,798,813,0,1611,1,0,1,1,4,1,4,7,7,0,3,1,1964.0,2,2,442,5,5,2,328,128,0,0,189,0,3,4,1,0,6,2008,9,4,0,1,1,1,0,44,2391,2.5,645,167900
160,5,42.0,3964,1,1,3,3,0,4,0,10,2,2,4,5,6,4,1973,1973,1,1,5,5,2,0.0,3,4,1,2,4,4,0,837,6,0,105,942,1,2,1,5,1291,1230,0,2521,1,0,2,1,5,1,4,10,0,1,2,1,1973.0,0,2,576,5,5,2,728,20,0,0,0,0,3,0,1,0,6,2006,9,4,0,1,1,1,1,33,3463,3.5,748,151400
45,4,60.0,9600,1,1,3,3,0,4,0,12,2,2,0,1,5,7,1949,2003,1,1,8,8,2,0.0,3,4,1,4,4,4,0,220,6,0,625,845,1,4,1,5,893,0,0,893,0,1,1,0,2,1,2,4,7,0,3,5,1985.0,3,2,576,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2007,9,4,0,0,1,1,0,58,1738,1.5,0,135000
20,4,72.0,10152,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1956,1956,3,1,8,8,1,120.0,3,4,1,4,4,4,1,586,6,0,462,1048,1,4,1,5,1048,0,0,1048,1,0,1,0,3,1,4,6,7,0,3,1,1956.0,3,1,286,5,5,2,0,20,0,0,192,0,3,4,1,0,6,2007,9,4,0,0,1,1,0,51,2096,2.0,212,135000
60,4,78.0,11700,1,1,3,3,0,4,0,14,6,2,0,5,6,6,1968,1968,1,1,8,8,2,0.0,3,4,1,4,4,4,5,298,6,0,429,727,1,0,1,5,829,727,0,1556,0,0,1,1,4,1,4,8,7,0,3,1,1968.0,3,2,441,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2009,9,4,0,1,1,1,0,41,2283,1.5,0,154000
50,4,50.0,7585,1,1,3,3,0,4,0,7,0,2,0,0,5,3,1948,1950,1,1,8,8,2,0.0,3,4,1,1,0,2,6,0,6,0,810,810,1,1,1,0,1002,454,0,1456,1,1,1,0,4,1,4,7,7,1,5,5,1954.0,3,1,280,5,5,1,0,0,0,0,0,0,3,4,1,0,8,2006,9,4,0,1,1,1,1,58,2266,2.5,0,91500
60,4,75.0,7950,1,1,0,0,0,0,0,7,2,2,0,5,6,6,1977,1977,3,1,6,11,1,140.0,3,4,1,4,4,4,1,535,6,0,155,690,1,4,1,5,698,728,0,1426,0,0,1,1,3,1,4,6,7,0,3,1,1977.0,0,2,440,5,5,2,252,0,0,0,0,0,3,2,1,0,7,2009,9,4,0,1,1,1,0,32,2116,1.5,252,159500
20,4,74.0,8556,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,13,14,2,0.0,2,4,2,2,4,0,6,0,6,0,1240,1240,1,0,1,5,1240,0,0,1240,0,0,2,0,2,1,2,5,7,0,3,1,2006.0,2,3,826,5,5,2,140,93,0,0,0,0,3,4,1,0,5,2007,9,4,0,0,1,1,0,1,2480,2.0,233,194000
70,4,75.0,13125,1,1,3,3,0,4,0,6,2,2,0,5,7,6,1940,1984,1,1,14,15,2,0.0,3,4,1,4,4,4,1,410,6,0,390,800,1,4,1,5,960,780,0,1740,0,0,1,1,3,1,4,6,7,2,2,1,1940.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2007,1,4,0,1,1,1,1,67,2540,1.5,0,219500
50,4,60.0,10800,1,0,3,3,0,4,0,17,2,2,0,0,5,8,1936,1989,1,1,14,15,2,0.0,3,4,1,1,4,4,0,626,6,0,170,796,1,2,1,5,1096,370,0,1466,0,1,2,0,3,1,2,7,2,1,5,1,1950.0,3,2,566,5,5,2,436,21,0,0,0,0,3,4,3,500,4,2006,9,4,0,1,1,1,1,70,2262,2.5,457,170000
20,4,68.0,15870,1,1,0,3,0,0,0,12,2,2,0,2,5,5,1969,1969,1,1,13,11,2,0.0,3,4,1,4,4,2,1,75,5,791,230,1096,1,0,1,5,1096,0,0,1096,1,0,1,0,3,1,4,6,7,0,3,1,1969.0,0,1,299,5,5,2,240,32,0,0,0,0,3,4,1,0,3,2006,9,0,0,0,1,1,0,37,2192,2.0,272,138800
120,5,37.0,4435,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,13,14,1,169.0,2,4,2,2,4,2,2,662,6,0,186,848,1,0,1,5,848,0,0,848,1,0,1,0,1,1,2,3,7,1,2,1,2004.0,2,2,420,5,5,2,140,0,0,0,0,0,3,4,1,0,5,2006,9,4,0,0,1,1,1,2,1696,2.0,140,155900
20,4,65.0,8775,1,1,3,3,0,4,0,5,2,2,0,2,5,5,1994,1994,1,1,13,14,2,0.0,3,4,2,2,4,4,2,495,6,0,495,990,1,2,1,5,990,0,0,990,0,0,1,0,3,1,4,5,7,0,3,1,1996.0,3,1,299,5,5,2,0,64,0,0,0,0,3,4,1,0,4,2007,9,4,0,0,1,1,0,13,1980,1.0,64,126000
20,4,80.0,11040,1,1,3,3,0,4,0,14,2,2,0,2,6,7,1971,2004,1,1,13,14,1,144.0,2,2,1,4,4,4,0,656,6,0,602,1258,1,0,1,5,1258,0,0,1258,0,1,2,0,3,1,2,5,7,0,3,1,1971.0,2,2,528,5,5,2,55,0,0,216,0,0,3,4,1,0,10,2008,0,0,0,0,1,1,0,37,2516,2.5,271,145000
20,4,75.0,7500,1,1,3,3,0,0,0,19,1,2,0,2,5,5,1963,1963,1,1,6,6,2,0.0,3,4,1,4,4,4,0,824,6,0,216,1040,1,1,1,5,1040,0,0,1040,1,0,1,1,3,1,4,5,7,0,3,1,1963.0,0,1,308,5,5,2,0,0,220,0,0,0,3,2,1,0,6,2010,9,4,0,0,1,1,0,47,2080,2.5,220,133000
20,4,70.0,8749,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,1,13,14,1,100.0,2,4,2,2,4,4,6,0,6,0,1459,1459,1,0,1,5,1459,0,0,1459,0,0,2,0,3,1,2,6,7,1,2,1,2002.0,2,2,527,5,5,2,192,39,0,0,0,0,3,4,1,0,9,2007,9,4,0,0,1,1,1,5,2918,2.0,231,192000
20,4,80.0,8800,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1964,1964,3,1,6,6,1,425.0,3,4,1,4,4,4,1,553,6,0,698,1251,1,4,1,5,1251,0,0,1251,1,0,1,0,3,1,4,6,7,2,2,1,1964.0,2,1,461,5,5,2,0,116,0,0,0,0,3,2,3,700,3,2006,9,4,0,0,1,1,1,42,2502,2.0,116,160000
60,4,68.0,13031,1,1,1,3,0,0,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,2,0.0,3,4,2,2,4,4,0,592,6,0,99,691,1,2,1,5,691,807,0,1498,0,0,2,1,3,1,4,6,7,1,5,1,1995.0,0,2,409,5,5,2,315,44,0,0,0,0,3,4,1,0,7,2006,9,4,0,1,1,1,1,11,2189,2.5,359,187500
85,4,73.0,9069,1,1,3,3,0,4,0,20,2,2,0,6,6,6,1992,1992,1,1,6,6,2,0.0,3,4,2,2,4,0,2,747,6,0,189,936,1,0,1,5,996,0,0,996,1,0,1,0,2,1,2,5,7,0,3,1,1992.0,3,2,564,5,5,2,120,0,0,0,0,0,3,4,1,0,4,2010,9,4,0,0,1,1,0,18,1932,2.0,120,147000
160,5,68.0,1974,1,1,3,3,0,4,0,10,2,2,4,5,4,5,1973,1973,1,1,5,5,2,0.0,3,4,1,4,4,4,1,334,6,0,212,546,1,4,1,5,546,546,0,1092,0,0,1,1,3,1,4,6,7,0,3,1,1973.0,2,1,286,5,5,2,120,96,0,0,0,0,3,4,1,0,5,2010,9,4,0,1,1,1,0,37,1638,1.5,216,83500
60,1,85.0,10574,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2005,2006,1,1,13,14,2,0.0,2,4,2,2,4,2,6,0,6,0,1082,1082,1,0,1,5,1082,871,0,1953,0,0,2,1,3,1,2,9,7,1,2,1,2005.0,2,3,1043,5,5,2,160,50,0,0,0,0,3,4,1,0,5,2009,9,4,0,1,1,1,1,4,3035,2.5,210,252000
160,5,24.0,2522,1,1,3,3,0,4,0,7,2,2,3,5,7,5,2004,2004,1,1,13,14,3,50.0,2,4,2,2,4,4,6,0,6,0,970,970,1,0,1,5,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,3,5,2004.0,3,2,380,5,5,2,0,40,0,0,0,0,3,4,1,0,4,2006,9,4,0,1,1,1,0,2,2679,2.0,40,137500
120,1,37.0,3316,1,2,0,3,0,4,0,21,2,2,4,2,8,5,2005,2005,1,1,8,8,2,0.0,2,4,2,2,4,4,2,1039,6,0,208,1247,1,0,1,5,1247,0,0,1247,1,0,1,1,1,1,2,4,7,1,2,1,2005.0,0,2,550,5,5,2,0,84,0,0,0,0,3,4,1,0,4,2006,9,4,0,0,1,1,1,1,2494,2.5,84,197000
90,4,60.0,8544,1,1,3,3,0,0,0,12,2,2,2,2,3,4,1950,1950,1,1,3,3,2,0.0,3,4,3,3,2,3,4,0,4,0,0,0,5,1,0,0,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,3,5,1987.0,3,2,400,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2009,9,4,0,0,1,0,0,59,1040,2.0,0,92900
160,1,24.0,2160,1,2,3,3,0,4,0,21,2,2,3,5,7,5,1999,2000,1,1,8,8,1,212.0,2,4,2,2,4,4,1,510,6,0,90,600,1,0,1,5,624,628,0,1252,1,0,2,1,2,1,2,4,7,0,3,5,1999.0,3,2,462,5,5,2,0,48,0,0,0,0,3,4,1,0,3,2008,9,4,0,1,1,1,0,9,1852,3.5,48,160000
50,4,60.0,8400,1,1,3,0,0,4,0,18,2,2,0,0,6,5,1925,1950,1,1,8,8,2,0.0,3,4,2,4,4,4,5,423,6,0,758,1181,1,1,1,5,1390,304,0,1694,0,0,2,0,4,1,4,7,7,1,2,5,1925.0,3,2,576,5,5,2,342,0,128,0,0,0,3,4,1,0,6,2008,9,4,0,1,1,1,1,83,2875,2.0,470,136500
20,4,71.0,9230,1,1,3,3,0,0,0,12,1,2,0,2,5,8,1965,1998,3,1,8,8,1,166.0,3,4,1,4,4,2,2,661,6,0,203,864,1,2,1,5,1200,0,0,1200,1,0,1,1,1,1,2,6,7,0,3,5,1977.0,3,2,884,5,5,2,0,64,0,0,0,0,3,2,1,0,10,2006,9,4,0,0,1,1,0,41,2064,2.5,64,146000
20,4,74.0,5868,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1956,2000,1,1,8,8,2,0.0,3,4,1,4,4,4,1,248,5,240,448,936,1,0,1,5,936,0,0,936,1,0,1,0,2,1,4,4,7,0,3,1,1956.0,0,1,308,5,5,2,0,0,80,0,160,0,3,4,1,0,5,2010,9,4,0,0,1,1,0,54,1872,2.0,240,129000
20,4,78.0,9317,1,1,0,3,0,4,0,5,2,2,0,2,6,5,2006,2006,1,1,13,14,2,0.0,2,4,2,2,4,4,2,24,6,0,1290,1314,1,2,1,5,1314,0,0,1314,0,0,2,0,3,1,2,6,7,1,2,1,2006.0,2,2,440,5,5,2,0,22,0,0,0,0,3,4,1,0,3,2007,9,4,0,0,1,1,1,1,2628,2.0,22,176432
70,5,60.0,6882,1,1,3,3,0,4,0,9,2,2,0,5,6,7,1914,2006,1,1,14,15,2,0.0,3,4,2,4,4,4,6,0,6,0,684,684,1,4,1,5,773,582,0,1355,0,0,1,1,3,1,2,7,7,0,3,6,1978.0,1,0,0,3,3,2,136,0,115,0,0,0,3,4,1,0,3,2007,9,4,0,1,0,1,0,93,2039,1.5,251,127000
120,4,68.0,3696,1,1,3,3,0,4,0,22,2,2,4,2,8,5,1986,1986,1,1,6,6,2,0.0,2,4,1,2,4,4,6,0,6,0,1074,1074,1,0,1,5,1088,0,0,1088,0,0,1,1,2,1,2,5,7,0,3,1,1987.0,2,2,461,5,5,2,0,74,137,0,0,0,3,4,1,0,10,2007,9,4,0,0,1,1,0,21,2162,1.5,211,170000
50,5,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,4,6,1936,1950,1,1,8,8,2,0.0,3,4,0,4,4,4,1,672,6,0,0,672,1,4,1,5,757,567,0,1324,0,0,1,0,3,1,4,6,7,0,3,5,1936.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2009,9,4,0,1,1,1,0,73,1996,1.0,0,128000
20,4,82.0,11880,1,1,0,3,0,4,0,14,6,2,0,2,7,5,1978,1978,1,1,10,11,1,206.0,3,4,1,2,4,4,0,704,6,0,567,1271,1,4,1,5,1601,0,0,1601,0,0,2,0,3,1,4,7,7,1,5,1,1978.0,2,2,478,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2009,0,0,0,0,1,1,1,31,2872,2.0,0,157000
30,4,60.0,8400,1,1,3,0,0,4,0,18,2,2,0,2,2,5,1920,1950,1,1,14,15,2,0.0,3,4,1,4,0,4,5,290,6,0,0,290,1,4,0,1,438,0,0,438,0,0,1,0,1,1,1,3,7,0,3,5,1930.0,3,1,246,5,5,0,0,0,0,0,0,0,3,4,1,0,1,2009,9,4,0,0,1,1,0,89,728,1.0,0,60000
20,4,61.0,9758,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1971,1971,1,1,6,8,2,0.0,3,4,1,4,4,4,1,412,3,287,251,950,1,4,1,5,950,0,0,950,0,0,1,0,3,1,4,5,7,0,3,5,1981.0,3,1,280,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2007,9,4,0,0,1,1,0,36,1900,1.0,0,119500
20,4,70.0,7000,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1960,2002,1,1,14,15,1,45.0,3,4,1,4,4,4,5,588,6,0,422,1010,1,0,1,5,1134,0,0,1134,0,0,1,0,2,1,4,6,7,0,3,1,1960.0,2,1,254,5,5,2,0,16,0,0,0,0,3,3,1,0,4,2007,9,3,0,0,1,1,0,47,2144,1.0,16,135000
20,4,79.0,8910,1,1,3,3,0,0,0,12,2,2,0,2,6,6,1959,1959,3,1,3,3,2,0.0,3,4,1,4,4,2,0,655,6,0,0,655,1,0,1,5,1194,0,0,1194,0,1,1,0,3,1,4,6,7,1,1,3,1954.0,0,2,539,5,5,2,0,0,192,0,0,0,3,4,1,0,7,2006,9,4,0,0,1,1,1,47,1849,1.5,192,159500
160,5,24.0,2016,1,1,3,3,0,4,0,2,2,2,4,5,5,5,1970,1970,1,1,6,6,1,304.0,3,4,1,4,4,4,6,0,6,0,630,630,1,4,1,5,630,672,0,1302,0,0,2,1,3,1,4,6,7,0,3,5,1970.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2007,9,4,0,1,1,1,0,37,1932,2.5,0,106000
60,4,98.0,12256,1,1,0,3,0,0,0,15,2,2,0,5,8,5,1994,1995,1,1,6,6,1,362.0,2,4,2,0,4,0,2,1032,6,0,431,1463,1,0,1,5,1500,1122,0,2622,1,0,2,1,3,1,2,9,7,2,5,1,1994.0,2,2,712,5,5,2,186,32,0,0,0,0,3,4,1,0,4,2010,9,4,0,1,1,1,1,16,4085,3.5,218,325000
20,4,114.0,10357,1,1,0,3,0,0,0,20,1,2,0,2,7,5,1990,1991,3,1,6,6,2,0.0,2,4,2,2,4,2,2,738,6,0,172,910,1,2,1,5,1442,0,0,1442,1,0,2,0,3,1,2,6,7,1,5,1,1990.0,0,2,719,5,5,2,0,244,0,0,0,0,3,4,1,0,5,2007,9,4,0,0,1,1,1,17,2352,3.0,244,179900
60,4,168.0,23257,1,1,2,1,0,1,0,8,2,2,0,5,7,5,2006,2006,1,1,13,14,2,0.0,2,4,2,0,1,4,6,0,6,0,868,868,1,0,1,5,887,1134,0,2021,0,0,2,1,3,1,2,9,7,1,2,3,2006.0,2,2,422,5,5,2,0,100,0,0,0,0,3,4,1,0,9,2006,7,5,0,1,1,1,1,0,2889,2.5,100,274725
60,4,68.0,8063,1,1,3,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,13,14,2,0.0,3,4,2,2,4,4,6,0,6,0,924,924,1,0,1,5,948,742,0,1690,0,0,2,1,3,1,4,7,7,1,5,1,2000.0,2,2,463,5,5,2,100,48,0,0,0,0,3,4,1,0,11,2007,9,0,0,1,1,1,1,7,2614,2.5,148,181000
20,4,107.0,11362,1,1,0,3,0,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,3,42.0,2,4,2,0,4,2,2,1039,6,0,797,1836,1,0,1,5,1836,0,0,1836,1,0,2,0,3,1,2,7,7,1,2,1,2004.0,0,3,862,5,5,2,125,185,0,0,0,0,3,4,1,0,3,2009,9,4,0,0,1,1,1,5,3672,3.0,310,280000
60,4,68.0,8000,1,1,3,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,2,0.0,3,4,2,2,4,4,2,219,6,0,554,773,1,2,1,5,773,885,0,1658,1,0,2,1,3,1,4,8,7,1,5,1,1995.0,0,2,431,5,5,2,224,84,0,0,0,0,3,4,1,0,6,2008,9,4,0,1,1,1,1,13,2431,3.5,308,188000
60,4,80.0,10480,1,1,3,3,0,4,0,14,2,2,0,5,7,6,1976,1976,3,1,10,11,1,660.0,3,4,1,4,4,4,0,403,6,0,400,803,1,4,1,5,1098,866,0,1964,0,0,2,1,4,1,4,8,7,1,2,1,1976.0,2,2,483,5,5,2,0,69,0,0,0,0,3,4,1,0,9,2008,9,4,0,1,1,1,1,32,2767,2.5,69,205000
20,4,73.0,7100,1,1,0,3,0,0,0,12,2,2,0,2,5,7,1957,1957,1,1,15,16,2,0.0,3,4,1,4,4,4,2,708,6,0,108,816,1,4,1,0,816,0,0,816,1,0,1,0,2,1,4,5,7,0,3,5,1957.0,3,1,308,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,9,4,0,0,1,1,0,49,1632,2.0,0,129900
20,4,66.0,8923,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1953,2006,1,1,14,15,2,0.0,3,4,1,4,4,4,1,643,6,0,365,1008,1,2,1,5,1008,0,0,1008,1,0,1,0,2,1,2,6,7,0,3,1,1953.0,3,1,240,5,5,2,0,18,0,0,0,0,3,4,1,0,5,2007,9,4,0,0,1,1,0,54,2016,2.0,18,134500
20,4,90.0,5400,1,1,3,3,0,4,0,17,2,2,0,2,5,7,1954,2000,1,1,8,8,2,0.0,3,2,1,4,4,4,5,415,6,0,418,833,1,0,1,5,833,0,0,833,0,0,1,0,2,1,2,4,7,0,3,5,1955.0,3,1,326,5,5,2,0,0,0,0,0,0,3,2,1,0,8,2006,9,4,0,0,1,1,0,52,1666,1.0,0,117000
20,4,93.0,12085,1,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,13,14,3,328.0,2,4,2,0,4,4,2,1004,6,0,730,1734,1,0,1,5,1734,0,0,1734,1,0,2,0,3,1,0,7,7,1,2,1,2007.0,2,3,928,5,5,2,0,0,0,0,0,0,3,4,1,0,11,2007,7,5,0,0,1,1,1,0,3468,3.0,0,318000
80,4,68.0,7750,1,1,3,3,0,4,0,8,2,2,0,7,8,5,2002,2002,3,1,13,14,2,0.0,2,4,2,2,4,4,2,353,6,0,55,408,1,0,1,5,779,640,0,1419,1,0,2,1,3,1,2,7,7,1,5,3,2002.0,0,2,527,5,5,2,120,0,0,0,0,0,3,4,1,0,3,2009,9,4,0,1,1,1,1,7,1827,3.5,120,184100
20,4,57.0,9764,1,1,0,3,0,2,0,19,1,2,0,2,5,7,1967,2003,1,1,13,14,2,0.0,3,4,1,4,4,4,1,702,6,0,192,894,1,0,1,5,894,0,0,894,1,0,1,0,3,1,2,5,7,0,3,1,1967.0,2,2,450,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2008,9,4,0,0,1,1,0,41,1788,2.0,0,130000
80,4,85.0,13825,1,1,3,3,0,4,0,19,2,2,0,7,5,6,1958,1987,1,1,8,8,2,0.0,3,2,1,4,4,4,6,0,6,0,533,533,1,4,1,5,1021,580,0,1601,0,1,1,0,3,1,4,6,3,0,3,3,1958.0,2,1,300,5,5,2,280,34,0,0,0,0,3,4,1,0,12,2008,9,4,0,1,1,1,0,50,2134,1.5,314,140000
20,4,70.0,7560,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,1,1,3,15,2,0.0,3,4,1,4,4,4,3,369,6,0,671,1040,1,4,1,0,1040,0,0,1040,0,0,1,0,3,1,4,6,7,0,3,1,1959.0,2,1,286,5,5,2,140,0,252,0,0,0,3,1,1,0,7,2006,9,4,0,0,1,1,0,47,2080,1.0,392,133700
30,5,59.0,8263,1,1,3,0,0,4,1,9,2,2,0,2,6,5,1920,1950,1,1,3,3,2,0.0,3,4,0,4,4,4,6,0,6,0,1012,1012,1,4,1,0,1012,0,0,1012,0,0,1,0,2,1,4,6,7,1,2,5,1920.0,3,1,308,5,5,2,0,22,112,0,0,0,3,2,1,0,5,2007,9,4,0,0,1,1,1,87,2024,1.0,134,118400
20,4,84.0,10084,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,13,14,1,196.0,2,4,2,2,4,0,2,24,6,0,1528,1552,1,0,1,5,1552,0,0,1552,0,0,2,0,3,1,2,7,7,0,3,1,2005.0,2,3,782,5,5,2,144,20,0,0,0,0,3,4,1,0,7,2006,7,5,0,0,1,1,0,1,3104,2.0,164,212900
20,4,68.0,8926,1,1,0,3,0,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,2,0.0,3,4,1,4,4,4,6,0,6,0,672,672,1,0,1,0,960,0,0,960,0,0,1,0,3,1,4,5,7,0,3,2,1956.0,3,1,288,5,5,2,64,0,0,0,160,0,3,2,1,0,10,2009,0,0,0,0,1,1,0,53,1632,1.0,224,112000
20,4,50.0,9405,1,1,3,3,0,4,0,7,2,2,0,2,5,9,1947,2008,3,1,13,14,2,0.0,3,0,1,4,4,4,6,0,6,0,698,698,1,0,1,5,698,0,0,698,0,1,1,0,2,1,4,4,7,0,3,6,1978.0,1,0,0,3,3,2,0,200,0,0,0,0,3,4,1,0,6,2009,9,4,0,0,0,1,0,62,1396,1.5,200,118000
